year,round,race_date,race_name,circuit,circuit_id,has_sprint,driver,driver_full_name,driver_code,driver_id,driver_number,driver_nationality,constructor,constructor_id,constructor_nationality,grid_position,quali_position,quali_time,final_position,points,laps,status,race_time,fastest_lap_time,fastest_lap_rank,position_change,quali_to_race_change,scored_points,finished
2025,7,2025-05-18,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Hulkenberg,Name Hulkenberg,HUL,hulkenberg,27,International,Sauber,sauber,International,20,20,1:32.000,99,0,49,Engine,N/A,1:32.645,N/A,-79,-79,False,False
2025,8,2025-05-25,Monaco Grand Prix,Monaco Circuit,monaco,False,Lawson,Name Lawson,LAW,lawson,30,International,Red Bull,redbull,International,1,1,1:30.100,1,25,57,Finished,1.500,1:33.405,5,0,0,True,True
2025,8,2025-05-25,Monaco Grand Prix,Monaco Circuit,monaco,False,Leclerc,Name Leclerc,LEC,leclerc,16,International,Ferrari,ferrari,International,2,2,1:30.200,2,18,57,Finished,2.000,1:32.213,18,0,0,True,True
2025,8,2025-05-25,Monaco Grand Prix,Monaco Circuit,monaco,False,Antonelli,Name Antonelli,ANT,antonelli,12,International,Mercedes,mercedes,International,4,4,1:30.400,3,15,57,Finished,2.500,1:33.167,6,1,1,True,True
2025,8,2025-05-25,Monaco Grand Prix,Monaco Circuit,monaco,False,Hamilton,Name Hamilton,HAM,hamilton,44,International,Ferrari,ferrari,International,3,3,1:30.300,4,12,57,Finished,3.000,1:32.148,6,-1,-1,True,True
2025,8,2025-05-25,Monaco Grand Prix,Monaco Circuit,monaco,False,Verstappen,Name Verstappen,VER,verstappen,1,International,Red Bull,redbull,International,5,5,1:30.500,5,10,57,Finished,3.500,1:32.081,7,0,0,True,True
2025,8,2025-05-25,Monaco Grand Prix,Monaco Circuit,monaco,False,Hadjar,Name Hadjar,HAD,hadjar,37,International,RB,rb,International,7,7,1:30.700,6,8,57,Finished,4.000,1:32.122,14,1,1,True,True
2025,8,2025-05-25,Monaco Grand Prix,Monaco Circuit,monaco,False,Norris,Name Norris,NOR,norris,4,International,McLaren,mclaren,International,11,11,1:31.100,7,6,57,Finished,4.500,1:33.345,20,4,4,True,True
2025,8,2025-05-25,Monaco Grand Prix,Monaco Circuit,monaco,False,Russell,Name Russell,RUS,russell,63,International,Mercedes,mercedes,International,6,6,1:30.600,8,4,57,Finished,5.000,1:32.984,6,-2,-2,True,True
2025,8,2025-05-25,Monaco Grand Prix,Monaco Circuit,monaco,False,Piastri,Name Piastri,PIA,piastri,81,International,McLaren,mclaren,International,8,8,1:30.800,9,2,57,Finished,5.500,1:33.815,5,-1,-1,True,True
2025,8,2025-05-25,Monaco Grand Prix,Monaco Circuit,monaco,False,Tsunoda,Name Tsunoda,TSU,tsunoda,22,International,RB,rb,International,16,16,1:31.600,10,1,57,Finished,6.000,1:33.694,1,6,6,True,True
2025,8,2025-05-25,Monaco Grand Prix,Monaco Circuit,monaco,False,Doohan,Name Doohan,DOO,doohan,7,International,Alpine F1 Team,alpinef1team,International,13,13,1:31.300,11,0,57,Finished,6.500,1:33.266,15,2,2,False,True
2025,8,2025-05-25,Monaco Grand Prix,Monaco Circuit,monaco,False,Bearman,Name Bearman,BEA,bearman,87,International,Haas F1 Team,haasf1team,International,9,9,1:30.900,12,0,57,Finished,7.000,1:32.198,2,-3,-3,False,True
2025,8,2025-05-25,Monaco Grand Prix,Monaco Circuit,monaco,False,Ocon,Name Ocon,OCO,ocon,31,International,Haas F1 Team,haasf1team,International,18,18,1:31.800,13,0,57,Finished,7.500,1:32.857,1,5,5,False,True
2025,8,2025-05-25,Monaco Grand Prix,Monaco Circuit,monaco,False,Alonso,Name Alonso,ALO,alonso,14,International,Aston Martin,astonmartin,International,12,12,1:31.200,14,0,57,Finished,8.000,1:32.678,7,-2,-2,False,True
2025,8,2025-05-25,Monaco Grand Prix,Monaco Circuit,monaco,False,Gasly,Name Gasly,GAS,gasly,10,International,Alpine F1 Team,alpinef1team,International,14,14,1:31.400,15,0,57,Finished,8.500,1:33.306,2,-1,-1,False,True
2025,8,2025-05-25,Monaco Grand Prix,Monaco Circuit,monaco,False,Albon,Name Albon,ALB,albon,23,International,Williams,williams,International,15,15,1:31.500,16,0,57,Finished,9.000,1:32.990,16,-1,-1,False,True
2025,8,2025-05-25,Monaco Grand Prix,Monaco Circuit,monaco,False,Hulkenberg,Name Hulkenberg,HUL,hulkenberg,27,International,Sauber,sauber,International,20,20,1:32.000,17,0,57,Finished,9.500,1:33.642,8,3,3,False,True
2025,8,2025-05-25,Monaco Grand Prix,Monaco Circuit,monaco,False,Bortoleto,Name Bortoleto,BOR,bortoleto,5,International,Sauber,sauber,International,17,17,1:31.700,18,0,57,Finished,10.000,1:33.035,15,-1,-1,False,True
2025,8,2025-05-25,Monaco Grand Prix,Monaco Circuit,monaco,False,Sainz,Name Sainz,SAI,sainz,55,International,Williams,williams,International,19,19,1:31.900,19,0,57,Finished,10.500,1:33.192,9,0,0,False,True
2025,8,2025-05-25,Monaco Grand Prix,Monaco Circuit,monaco,False,Stroll,Name Stroll,STR,stroll,18,International,Aston Martin,astonmartin,International,10,10,1:31.000,99,0,21,Collision,N/A,1:32.478,N/A,-89,-89,False,False
